,StaticvsGrowing,StaticvsUniform,GrowingvsUniform
NormalRandomForestClassifier,0.40567889528505463,1.0,0.40567889528505463
NormalXGBClassifier,0.8798291600118151,1.0,0.8798291600118151
WeightedRandomForestClassifier,0.2899184539425689,1.0,0.2899184539425689
WeightedXGBClassifier,0.7054569861112774,1.0,0.7054569861112774
PURandomForestClassifier,0.0001570522842307523,0.8205958397554376,0.0001570522842307523
PUXGBClassifier,0.49629170223109464,0.8798291600118151,0.5967012167293555
