,StaticvsGrowing,StaticvsUniform,GrowingvsUniform
NormalRandomForestClassifier,0.40567889528505463,1.0,0.40567889528505463
NormalXGBClassifier,0.8798291600118151,1.0,0.8798291600118151
WeightedRandomForestClassifier,0.25683925795785484,1.0,0.25683925795785484
WeightedXGBClassifier,0.7054569861112774,1.0,0.7054569861112774
PURandomForestClassifier,0.0001570522842307523,0.8205958397554376,0.0001570522842307523
PUXGBClassifier,0.4496917979688917,0.8798291600118151,0.5967012167293555
